user_id,platform,watch_time_minutes,genre,date,device,location,completion_rate,watch_category
099a018f-969f-41f9-948d-f7ebb960f358,YouTube,231,Biography,10-03-2025,Mobile,UAE,0.84,Binge
d7002595-afb9-4a1e-b5a2-acb8bd8ba9ee,Netflix,134,Adventure,23-02-2025,Desktop,Japan,0.96,Long
34d19162-f07c-4621-8f4e-d4310913fd83,Netflix,62,Reality,01-01-2025,Tablet,UK,0.36,Medium
e1750c41-bf00-4e82-820f-fcb6eb34b101,Hotstar,150,Reality,24-08-2024,Mobile,UK,0.8,Long
573cd06e-0b88-4f59-b382-70bd0146fc4a,Zee5,126,Documentary,15-03-2024,Desktop,Japan,0.46,Long
0f6cbb4f-b3aa-46aa-93b6-b7ca096be284,SonyLiv,196,Comedy,20-01-2025,Mobile,Japan,0.78,Binge
9c783c46-7f9f-4e22-a633-c60064ee6a29,Zee5,249,Sport,29-01-2024,Smart TV,Mexico,0.5,Binge
8839f18e-6f87-4965-9c5b-e392fef479ee,Zee5,107,Romance,10-02-2024,Set-top Box,Canada,0.43,Long
32915bdc-794d-4d86-a200-ef5782f68944,Netflix,254,Crime,29-01-2024,Tablet,India,0.97,Binge
e87836ec-2485-433c-81b5-d7219b442f5e,Netflix,26,Horror,09-04-2024,Mobile,India,0.37,Short
fba3f767-b0db-47a5-9603-0e079c9da5e6,Prime Video,64,Sci-Fi,15-11-2024,Smart TV,UAE,0.81,Medium
26355d32-3a23-4ff0-9ceb-a5bc9e0da60c,Prime Video,242,Crime,27-02-2024,Desktop,Japan,0.74,Binge
39c415f4-e4ba-419e-855d-42c53167ea21,YouTube,138,Horror,29-07-2024,Smart TV,Australia,0.44,Long
06966820-e15a-444b-ada2-776f275cc3e2,YouTube,266,Family,17-05-2024,Desktop,Germany,0.57,Binge
892bd17d-1579-4823-8e2a-21c39b73063b,SonyLiv,46,Thriller,11-01-2024,Mobile,Mexico,0.31,Medium
3033c4ef-710b-4697-9422-c21b32b75fab,Prime Video,78,Sci-Fi,25-01-2025,Set-top Box,Spain,0.94,Medium
ba15373b-6762-484c-82fb-3dce4d26ceb8,Netflix,26,Family,28-11-2024,Gaming Console,UAE,0.97,Short
a88cadd5-bf63-486d-a68f-0843d34b31d3,Hotstar,224,Thriller,29-12-2024,Set-top Box,Spain,0.79,Binge
48f80684-3266-40e5-8e47-c11e7cfc19cf,Prime Video,83,Sci-Fi,07-07-2024,Smart TV,South Korea,0.88,Medium
a91ef703-97bb-4ca0-abd9-31b8432ac53d,Netflix,239,Comedy,25-03-2025,Gaming Console,Mexico,0.27,Binge
88853571-91fe-460c-a4f0-72d7e17776d5,Prime Video,161,Romance,03-04-2024,Tablet,UK,0.51,Long
fc6cf400-3ea0-4a97-8277-63a0db061d25,Zee5,118,Fantasy,07-12-2024,Gaming Console,UK,0.46,Long
d9510036-8c6e-4885-81aa-cc40179fe7c0,Prime Video,294,Comedy,29-06-2024,Set-top Box,USA,0.65,Binge
6c014ff8-f163-41c7-a004-12e1d29f3007,SonyLiv,100,Horror,16-11-2024,Tablet,Mexico,0.35,Long
ecba3959-fa1d-42f8-9e67-e6e85326ca6b,Zee5,134,Thriller,09-10-2024,Mobile,Brazil,0.65,Long
9839c3f6-1c81-479f-a1ff-156dd6d0a6c2,Netflix,113,Drama,25-01-2025,Mobile,Japan,0.72,Long
35159358-5026-4503-ba52-5dd61d282a71,Zee5,79,Horror,16-11-2024,Smart TV,Australia,0.31,Medium
bb439c0f-fd4c-4ed9-a819-76b739255408,Prime Video,279,Biography,27-02-2024,Gaming Console,South Korea,0.31,Binge
e3a0d069-64e9-4545-845f-a7ef1218ee0e,Zee5,24,Crime,25-01-2024,Tablet,India,0.23,Short
0c02da7c-3d3d-4d70-8370-44256c3495af,SonyLiv,165,Adventure,30-10-2024,Tablet,Australia,0.81,Long
205e1b4e-f37f-4f75-93e1-68f2d9689a39,Hotstar,213,Music,16-09-2024,Gaming Console,South Africa,0.46,Binge
b14205f2-e4a5-43cc-aaf9-709c5588a168,Zee5,98,History,26-01-2025,Set-top Box,France,0.38,Long
ab9066ba-6d73-411a-8d4a-5ba418582115,SonyLiv,86,Animation,31-07-2024,Mobile,France,0.82,Medium
c2f23e7a-f82e-49d9-b060-c20c967dc5f4,Zee5,108,Adventure,24-04-2024,Set-top Box,Italy,0.31,Long
cfcd6e5f-8063-4a69-bcfa-95a346be408d,YouTube,241,Music,27-03-2025,Mobile,South Korea,0.54,Binge
cdb2ff60-63e1-4740-aee0-a0bbf4f1b4d1,Hotstar,264,Music,06-07-2024,Tablet,Mexico,0.8,Binge
b3c0015d-6cea-406c-b954-3d57648ba17b,Netflix,164,Documentary,16-09-2024,Smart TV,UK,0.66,Long
0ef43198-2d15-408d-9bd9-b3cc0a6e9ccf,SonyLiv,65,Family,15-05-2024,Mobile,Mexico,0.64,Medium
64356bab-9ae3-4a7a-9c11-665b6abca1a3,Zee5,42,Animation,30-03-2024,Desktop,India,0.33,Medium
91bf8beb-afe3-45dc-b960-2dc6baa676f8,Hotstar,122,Action,08-08-2024,Tablet,Germany,0.34,Long
3c203edb-8e07-4098-a231-0d695cbabfaa,Netflix,172,Biography,16-01-2024,Gaming Console,Australia,0.67,Long
ed804853-be72-46a0-ac33-193da70a04e3,Hotstar,73,Crime,26-05-2024,Gaming Console,South Korea,0.22,Medium
183c2307-e32b-471d-896f-de3721652675,SonyLiv,87,Drama,19-01-2025,Set-top Box,Japan,0.9,Medium
a6a3b171-d519-4ef7-be48-0111b30a3d59,YouTube,239,Animation,10-04-2024,Set-top Box,USA,0.48,Binge
0efe0dea-e80c-4e40-81fe-26a7680c690d,SonyLiv,46,Animation,21-02-2025,Tablet,Italy,0.53,Medium
b293b898-c021-4ad3-b8ea-9c905a9e48cf,SonyLiv,103,Reality,06-08-2024,Set-top Box,India,0.41,Long
f6a52750-09fc-41cf-bd06-1684555e4943,Netflix,134,Romance,02-01-2025,Set-top Box,Spain,0.9,Long
d92cbece-2c4a-4ace-8584-572837cba733,Netflix,32,Mystery,14-02-2024,Tablet,Brazil,0.71,Medium
53cf9ba7-ea6e-4fbf-bca7-8ad5ed678e73,Zee5,237,Crime,03-03-2024,Mobile,USA,0.56,Binge
6d6c77f7-f451-4982-84e5-ffbb028d8f6d,Prime Video,233,Family,15-12-2024,Tablet,South Africa,0.67,Binge
64a0369c-7e46-4028-838d-639fce41cbf3,SonyLiv,121,Mystery,24-01-2025,Tablet,Spain,0.5,Long
33111b0f-53d6-41c4-9bb8-af5fe1187572,Netflix,111,Sport,18-10-2024,Set-top Box,USA,0.57,Long
4c0d3f47-c0af-479f-86d7-bba09c2c5e1a,SonyLiv,299,Fantasy,11-01-2025,Desktop,UK,0.49,Binge
123a65a4-99eb-4736-8712-68b7b4b5500e,SonyLiv,164,Romance,24-12-2024,Gaming Console,Italy,0.53,Long
2eadfb01-4cde-4fff-8aee-b1993bffcdf6,Netflix,8,Mystery,06-03-2024,Set-top Box,Canada,0.45,Short
ee735148-8d98-45eb-8570-87b97cfbb2f1,YouTube,153,Romance,28-04-2024,Mobile,Mexico,0.26,Long
9f2ec827-fc58-4dbe-b040-c20b15d3abd0,YouTube,238,Fantasy,21-08-2024,Smart TV,Brazil,0.23,Binge
1feda684-e5a1-4535-9ef1-f81400559316,SonyLiv,258,History,08-01-2024,Mobile,India,0.34,Binge
5e441da4-8311-4750-8d0b-48575a80c67b,YouTube,252,Mystery,13-07-2024,Gaming Console,Mexico,0.4,Binge
1f5adaf4-04b8-41fe-97e7-dddfd9c90133,SonyLiv,74,Biography,14-08-2024,Smart TV,Australia,0.91,Medium
612b9216-6eab-424d-a8c7-afd719e769ec,Zee5,207,Fantasy,27-01-2024,Tablet,South Africa,0.69,Binge
24803bf6-5bc4-4222-8d08-555e8c14fa08,Netflix,152,History,16-10-2024,Desktop,Brazil,0.97,Long
e8da1fcb-58e1-489b-baa9-8e57064ed47f,SonyLiv,225,Action,28-01-2024,Desktop,UK,0.47,Binge
cab20f38-5e1a-454f-a806-a2bb7b21e13b,YouTube,190,Sci-Fi,07-06-2024,Gaming Console,UK,0.52,Binge
202f822f-d014-4efd-8a75-8ae83e5e9d6b,YouTube,52,Action,24-05-2024,Set-top Box,USA,0.78,Medium
8aaf2ee0-4120-4c15-820c-fb58cf0493e0,Hotstar,267,History,21-08-2024,Gaming Console,Germany,0.66,Binge
e235bc69-776e-49e8-b02f-791228280eac,Hotstar,296,Romance,17-04-2024,Desktop,Brazil,0.62,Binge
7c7b7891-7b22-4783-860f-53db296c1191,YouTube,176,Sport,13-01-2025,Smart TV,South Africa,0.66,Long
0a9a3054-c8c5-437f-82f4-9e8e1af6701a,Zee5,35,Crime,14-03-2025,Smart TV,UAE,0.67,Medium
975bbc67-6b15-4daf-9dde-394742b334f6,Prime Video,174,Documentary,21-07-2024,Set-top Box,Italy,0.81,Long
0dfeff46-0c06-4034-ba9d-fe5993d0fd16,SonyLiv,48,Sport,21-09-2024,Mobile,UK,0.73,Medium
139561f2-7369-4c2a-8d81-336012676cb3,Hotstar,47,Reality,08-11-2024,Tablet,Brazil,0.97,Medium
238ddcba-11f2-43c9-82b2-496a05be5a97,SonyLiv,138,Music,27-10-2024,Set-top Box,France,0.96,Long
560c9ef2-5619-47a5-a35a-58e5961ee7a0,Hotstar,223,Mystery,24-01-2025,Smart TV,Mexico,0.54,Binge
7b87371f-899b-4f9a-b522-810d2e1f82cd,Netflix,90,Biography,01-02-2025,Tablet,UK,0.23,Medium
8fded074-def1-4469-977a-6616f14ec5b9,Netflix,255,Romance,18-02-2025,Gaming Console,South Africa,0.21,Binge
2796d9ce-f891-41af-9d98-d0294cb93a0d,YouTube,269,Biography,13-03-2025,Smart TV,India,0.3,Binge
446d15b3-6d8c-4a69-846a-e194eaef7dc7,Netflix,15,Drama,11-01-2024,Smart TV,UK,0.26,Short
1c83b941-dd78-4e65-8584-42c944ab9f6f,Netflix,84,Music,20-11-2024,Smart TV,Mexico,0.5,Medium
02ce10d2-d5c2-4cd3-afc4-c3b5eb76132f,Prime Video,113,Comedy,04-04-2024,Mobile,Australia,0.24,Long
a791902d-4ce2-4f7a-b077-a79bc75f28ea,Zee5,122,Biography,09-05-2024,Set-top Box,India,0.7,Long
d0f7b638-d945-4ab8-abb6-f81fdfafdb97,YouTube,256,Sport,12-04-2024,Gaming Console,Japan,0.35,Binge
3b73d5cc-f73d-4cb0-bad1-c2a5d80eb62e,Prime Video,22,Sci-Fi,29-09-2024,Desktop,UK,0.61,Short
4a22b891-edd4-4278-bcf8-23feccc3590b,YouTube,260,Sci-Fi,19-04-2024,Mobile,UK,0.28,Binge
7a2c12b9-9da6-4a0d-9920-f7d8c53861f6,Zee5,249,Drama,18-10-2024,Mobile,UAE,0.86,Binge
c0a9b8df-b44d-4f8e-ad76-8227047fce5e,YouTube,157,Music,10-05-2024,Smart TV,Brazil,0.82,Long
4fa9f71f-a8b8-48c7-afdc-32034934ac8b,SonyLiv,101,Romance,09-07-2024,Mobile,Brazil,0.51,Long
008f4870-e504-4853-99bd-7888e327d8fb,SonyLiv,190,Fantasy,25-10-2024,Set-top Box,Mexico,0.93,Binge
dbac9885-ce02-40d3-95d8-570951fe307e,SonyLiv,34,Drama,02-04-2024,Set-top Box,Australia,0.35,Medium
8b606158-78ce-4e50-bb6b-0dbf62c8f88d,Netflix,119,Adventure,15-10-2024,Set-top Box,Brazil,0.85,Long
3d1ffaae-41b1-49f9-ae00-3bd057b55fbf,Zee5,245,Adventure,24-07-2024,Desktop,Germany,0.64,Binge
cf372500-d82e-4d28-9284-f5cf519c9907,Prime Video,261,Thriller,23-12-2024,Mobile,France,0.46,Binge
732016b3-a587-45e3-854e-10f0bd974bd4,Prime Video,117,Fantasy,29-01-2024,Set-top Box,South Korea,0.27,Long
26ba246a-6f32-4fa3-b9a4-e3d917bc9012,Hotstar,33,Romance,10-02-2025,Mobile,Italy,0.34,Medium
11b85e9f-7d46-4e64-9812-32ac5f34debc,Prime Video,230,Crime,05-07-2024,Smart TV,USA,0.89,Binge
046f6ffc-da3c-411a-bfa4-bf58ac997698,SonyLiv,248,Reality,02-12-2024,Gaming Console,Germany,0.69,Binge
ff84fde3-0898-4303-9425-dd5ba1037e77,SonyLiv,23,History,25-06-2024,Set-top Box,South Africa,0.39,Short
8d493288-ce2b-4b16-bbe9-7d73732a874c,Hotstar,116,Sci-Fi,14-03-2025,Desktop,Japan,0.6,Long
5bbbdc03-e4b6-408a-8017-65cb776689a4,Netflix,216,Horror,26-11-2024,Smart TV,Canada,0.29,Binge
0064813b-d957-4d8b-9dec-03a6ec8526d8,Prime Video,237,Animation,04-06-2024,Mobile,France,0.28,Binge
77d5b944-7e63-47d6-9336-bfaf7f822ea5,Zee5,163,Romance,02-09-2024,Set-top Box,UK,0.93,Long
d6c844b9-609a-4a5b-b678-34ee9090fcce,Hotstar,64,Crime,17-07-2024,Desktop,Australia,0.57,Medium
db951ea2-34f2-497b-a45c-876d1e7aa283,Prime Video,97,Action,18-04-2024,Tablet,France,0.49,Long
ad981027-e4b7-4f58-b00c-1363f061b4a8,Netflix,252,Reality,25-12-2024,Set-top Box,Italy,0.96,Binge
2bdd10b9-bec7-4186-9ede-4aec07859c9b,Zee5,162,Animation,12-03-2024,Set-top Box,Japan,0.52,Long
b876d444-ea57-49c5-9b01-a8eed4294cdd,Zee5,145,Animation,08-08-2024,Mobile,Italy,0.47,Long
fc73878d-88fc-42f0-9115-25e15a7dbf2f,Netflix,224,Mystery,07-10-2024,Gaming Console,Mexico,0.42,Binge
4cea22ae-ca1c-4cb2-a2bb-502b70ed1216,Prime Video,93,Horror,25-01-2025,Mobile,Brazil,0.65,Long
6ef343ff-7230-42b5-919a-f466202adb97,YouTube,159,Biography,11-01-2025,Gaming Console,Australia,0.65,Long
999a3cf7-120d-4f53-a545-0a8fc20f9f55,Prime Video,237,Thriller,01-08-2024,Tablet,South Africa,0.21,Binge
b8006f0c-efcf-4ad0-b03f-b3ac558011bf,Hotstar,197,Thriller,15-03-2024,Smart TV,Australia,0.72,Binge
1eae956e-b2a1-4d0f-8b4c-9d693ec4a21a,Hotstar,103,History,21-02-2025,Smart TV,UAE,0.83,Long
b58fd3a4-818d-4b7e-9db8-6e4defc1aa4e,Prime Video,117,Sci-Fi,29-08-2024,Set-top Box,Spain,0.69,Long
02425bb6-3a39-4a56-b97f-c9ea474de8a8,SonyLiv,111,Horror,29-05-2024,Smart TV,Australia,0.9,Long
fe3e3e0e-3ee7-4393-aa3b-21ec6eead4d2,Hotstar,28,Romance,18-11-2024,Desktop,Spain,0.42,Short
a7d49a31-2011-4c01-9aba-f7fdaf7395eb,YouTube,285,Sci-Fi,26-06-2024,Gaming Console,South Korea,0.35,Binge
c3fbca87-01da-485b-94ed-1e720e14822b,SonyLiv,208,Romance,24-06-2024,Mobile,Japan,0.76,Binge
0dce3969-c516-4b27-94c2-bb7054d079b6,YouTube,15,Animation,13-04-2024,Desktop,UK,0.35,Short
060f3f42-01b4-419d-aac4-0dd2edc5a2a4,Zee5,209,Drama,28-04-2024,Desktop,Canada,0.27,Binge
29511ba2-daf9-482e-a605-9aac349ace99,Hotstar,29,Action,18-07-2024,Mobile,UK,0.28,Short
2cb12bcf-0890-4080-8688-df55750f654a,SonyLiv,144,Music,10-03-2024,Tablet,Mexico,0.81,Long
8fc8ab49-1202-4f6a-a30b-efff06f5068a,Prime Video,127,Sport,26-02-2024,Smart TV,Japan,0.22,Long
17660c43-1083-4b76-8796-0bcd4e1e0af3,SonyLiv,15,Mystery,12-02-2025,Tablet,Mexico,0.43,Short
025e9271-8fd5-492d-8fb6-ffa3713f3bce,Zee5,270,Family,06-03-2024,Tablet,Italy,0.3,Binge
effc44eb-8738-40e1-99ee-64f436bceb23,YouTube,85,Music,03-02-2025,Smart TV,Germany,0.8,Medium
35b5ebde-710b-453f-b9c6-c216dbd36a77,Zee5,113,Horror,27-02-2024,Tablet,Italy,0.6,Long
0310559d-f3f3-4bf7-8f03-099d7a88a625,Netflix,212,Comedy,26-04-2024,Desktop,South Korea,0.36,Binge
ed1cd9cb-0f74-48ed-bddf-a56e2cceea55,Hotstar,248,Thriller,28-02-2025,Set-top Box,Mexico,0.8,Binge
61db16c0-2dd7-4b9e-9751-9bd29f67ea80,Prime Video,280,Documentary,02-11-2024,Mobile,France,0.8,Binge
475da012-6f57-4189-bf33-cc340d74807d,YouTube,265,Crime,21-01-2024,Set-top Box,UAE,0.62,Binge
e474277b-289b-4e1d-900d-7e8db6fdb464,Zee5,67,Drama,19-03-2024,Desktop,France,0.42,Medium
427bba12-c86f-4ee4-9e53-7b384937f35c,Prime Video,188,Crime,07-11-2024,Set-top Box,Japan,0.67,Binge
b12df480-beb8-4a4a-813a-65c4032a2b17,Hotstar,36,Reality,19-12-2024,Desktop,South Korea,0.95,Medium
fb895300-b16b-41a4-9caa-eae8f66b438f,Prime Video,287,Family,16-02-2024,Gaming Console,Brazil,0.24,Binge
05d89340-a812-47f8-a1ea-eea6ea6bd494,Hotstar,11,Thriller,08-01-2025,Smart TV,UK,0.41,Short
03ab6e40-9a5a-4a7f-a147-42e251b4949d,Hotstar,178,Horror,19-06-2024,Smart TV,Germany,0.43,Long
690663b1-3d5b-4e4a-afa3-4b9274fd10ef,Hotstar,150,Animation,24-03-2024,Set-top Box,UK,0.71,Long
642eb2ae-333b-4fcb-8447-81be426e6d11,Zee5,256,Drama,17-04-2024,Desktop,USA,0.72,Binge
005a2269-a9a5-4070-bcb1-fe0eced974a6,Hotstar,170,History,13-10-2024,Smart TV,UK,0.37,Long
127840ad-c7cf-4827-94aa-503913a31834,Prime Video,107,Thriller,27-09-2024,Gaming Console,UAE,0.37,Long
d4b87db2-6065-499e-bbd3-8442cefda1e9,Netflix,197,Horror,24-06-2024,Set-top Box,South Korea,0.94,Binge
d1d0c301-4bdc-4073-a19a-0da078b8947b,Prime Video,21,Family,13-11-2024,Mobile,Japan,0.81,Short
16aca93b-6eec-450a-abd2-192eb4d6b642,Zee5,94,Sci-Fi,10-03-2024,Tablet,Japan,0.95,Long
1a4f0a73-a218-45a1-b80e-3211eba4e714,Hotstar,90,Documentary,21-01-2025,Smart TV,France,0.86,Medium
b1f43fb0-af66-464a-9986-778dac280e3b,Netflix,107,Animation,14-06-2024,Desktop,Brazil,0.52,Long
2982ff7b-7afc-43c0-b92d-4f4f1867b2e3,Zee5,86,Sport,08-12-2024,Smart TV,India,0.3,Medium
19560476-e2cc-418c-ad5d-3170a42f5d34,YouTube,130,Drama,27-02-2024,Desktop,Japan,0.7,Long
8a0adaff-874c-485f-8310-35b2120789c4,YouTube,42,Romance,26-03-2025,Set-top Box,South Korea,0.48,Medium
7bdaf4ff-9cdb-4da6-90c8-94af44da227b,YouTube,217,Thriller,01-09-2024,Set-top Box,USA,0.54,Binge
15c072b2-9dfa-4bb5-a23b-100c8116d0d1,Netflix,229,History,14-02-2024,Tablet,Australia,0.54,Binge
31b80025-2faf-4a5f-83f5-53411054834f,Prime Video,226,Drama,20-06-2024,Smart TV,South Korea,0.95,Binge
1d5f062f-987e-465b-86fb-df48a6708d91,Netflix,251,Comedy,20-09-2024,Tablet,Germany,0.26,Binge
bb3c710a-1901-438b-8d88-9d3bc5ca4f64,Netflix,140,Crime,17-01-2025,Desktop,Australia,0.35,Long
95cc3683-c8a4-4d35-8767-eb279b1623bc,Netflix,290,Comedy,06-03-2024,Gaming Console,France,0.69,Binge
ff297233-1f3f-40f1-bd98-257a229f457f,YouTube,235,Drama,22-11-2024,Gaming Console,France,0.91,Binge
530727b8-0760-4f0b-ae0a-6c8bd963e2f6,SonyLiv,13,Reality,07-07-2024,Mobile,South Korea,0.93,Short
08490458-bd01-47d6-86cd-6dc28735213d,Prime Video,229,Romance,29-09-2024,Desktop,USA,0.65,Binge
c95591d5-ead7-4627-b104-ddbe09ec48b8,SonyLiv,111,Animation,11-03-2024,Desktop,Brazil,0.23,Long
12f39547-d1cf-4ed3-97fb-7f1c4e1f1986,SonyLiv,191,Comedy,18-12-2024,Desktop,USA,0.49,Binge
07bb06da-4db5-416d-9322-00ae31fc515f,Netflix,225,History,05-02-2024,Set-top Box,India,0.94,Binge
16f55d28-e316-4914-ad8a-b243b14a085c,Prime Video,99,Horror,26-08-2024,Set-top Box,UAE,0.6,Long
b315fd52-d8e3-4075-9e07-c9df886baa5b,SonyLiv,199,Action,08-03-2024,Gaming Console,France,0.78,Binge
6e43a5c9-8c4c-40e6-b821-b4fac69b214e,Hotstar,246,History,17-04-2024,Gaming Console,Japan,0.42,Binge
10100295-26f8-4da6-9019-91c241b9c288,Netflix,234,Horror,26-07-2024,Gaming Console,Italy,0.22,Binge
08e394a2-2ab6-4c85-bf38-1818ffe64957,Netflix,9,Romance,03-10-2024,Smart TV,Brazil,0.66,Short
d7414b26-6b2e-4d38-b77d-63a88d7941f8,Netflix,8,Crime,28-07-2024,Smart TV,Canada,0.87,Short
68c79fe9-be07-455e-b996-fcbc65380bda,Hotstar,268,Fantasy,28-10-2024,Gaming Console,Brazil,0.99,Binge
9c5cb0c9-6d6f-4dc8-917a-91c19e9b50c6,Hotstar,257,Fantasy,05-03-2025,Tablet,Canada,0.88,Binge
44df1d9a-a467-475e-895a-a3a91e8e4550,YouTube,167,Adventure,13-12-2024,Smart TV,Brazil,0.64,Long
7682b821-e0e8-4636-8938-5754f2a24248,Zee5,145,Romance,16-04-2024,Set-top Box,Canada,0.69,Long
84600673-c0a5-4a1d-a235-aae24b6d0143,Prime Video,23,Mystery,14-01-2025,Smart TV,Spain,0.86,Short
59e14fbe-936a-4ca3-bd62-e6110e59c2f4,Zee5,86,Family,16-01-2024,Smart TV,Italy,0.22,Medium
91294724-8da9-41f1-ab2d-b30422491b79,Netflix,8,Action,26-08-2024,Smart TV,Italy,0.96,Short
a59a7a9c-1277-45d6-9a49-dd6c6a8d0453,SonyLiv,132,Adventure,09-02-2025,Mobile,Japan,0.62,Long
e48d97cd-acc6-47f6-858a-f03eb5af86e5,Netflix,191,Reality,24-01-2025,Smart TV,Germany,0.96,Binge
af1cba75-10ac-4001-8e2d-2215876bda9e,SonyLiv,150,Mystery,09-08-2024,Tablet,Brazil,0.81,Long
ae373f76-c01f-4e59-91e2-b711a207e699,YouTube,156,Crime,15-03-2025,Mobile,South Africa,0.32,Long
2a4c003e-897e-46b8-8a2a-8238ef3629e4,Zee5,97,Sci-Fi,12-09-2024,Set-top Box,France,0.33,Long
487e7472-89bf-4c2c-815d-c6bbefb37f0d,Netflix,35,Sport,27-10-2024,Set-top Box,Germany,0.48,Medium
9c6e474b-50d5-4e9a-82fd-7ce6cba62db1,Zee5,32,Adventure,17-03-2025,Smart TV,India,0.41,Medium
d92e11b5-8049-4b46-af9c-d2c02d216bfe,YouTube,141,Horror,15-02-2025,Desktop,Canada,0.55,Long
7f11391a-fa7b-4a3f-9435-f9bd55d7b5f3,Zee5,94,Sci-Fi,24-05-2024,Mobile,UK,0.68,Long
38102be3-2a00-467d-a7e8-8882f4a04d27,SonyLiv,53,Crime,12-06-2024,Set-top Box,Mexico,0.55,Medium
abc09ed2-21eb-44c5-bb1d-b98968a67725,Prime Video,262,Thriller,12-01-2024,Smart TV,Brazil,0.25,Binge
3b27ac41-ab41-4915-89d8-c7f0796c4b3e,YouTube,10,Animation,19-02-2024,Tablet,Australia,0.98,Short
4a2d2a13-a7fa-43bf-959b-141b574a58a1,Zee5,33,Sci-Fi,10-11-2024,Gaming Console,Spain,0.54,Medium
1159c708-a9ee-4652-bc18-340f9c996a5b,Netflix,160,Adventure,25-12-2024,Set-top Box,Australia,0.88,Long
bf43bd80-a9b0-4d12-b47d-385f2023ff17,Hotstar,267,Action,12-01-2024,Smart TV,USA,0.26,Binge
8874c135-7373-40b6-a515-b9193b8696ff,Hotstar,38,Documentary,08-07-2024,Desktop,Australia,0.85,Medium
e6ec27bf-2338-43af-9ff4-a839343d128f,YouTube,241,History,22-10-2024,Tablet,France,0.34,Binge
3a187d3e-d5db-4a0b-8c6b-8ad5c050b5d8,Hotstar,142,Drama,02-04-2024,Set-top Box,Germany,0.74,Long
a14f40cf-092d-4232-854b-da3b9f771909,Prime Video,61,Drama,09-05-2024,Mobile,Japan,0.73,Medium
2b6d5d21-f460-4c24-81d0-4cb6b832f8f7,YouTube,179,Family,14-12-2024,Tablet,South Africa,0.93,Long
a08c9c66-376d-4479-86db-954e25bc3a41,Netflix,218,Crime,29-12-2024,Smart TV,USA,0.46,Binge
8f047cb9-25ca-474d-8b0f-2a6ecb95826c,Netflix,31,Mystery,12-02-2025,Set-top Box,Brazil,0.29,Medium
26656007-f21e-483a-b1ef-5870e174b530,YouTube,299,Crime,06-12-2024,Set-top Box,Australia,0.89,Binge
74eaf1bc-3c04-471b-96e7-74e8fb93b045,Hotstar,123,Romance,01-08-2024,Desktop,Italy,0.47,Long
73090881-62a3-4024-93c3-1ce9b7c9ef55,Hotstar,151,Sport,25-11-2024,Set-top Box,Spain,0.39,Long
9abff1d5-77c6-4800-af29-d62c6a9ec857,Netflix,269,Comedy,17-01-2025,Tablet,South Africa,0.59,Binge
23f3ad06-a7e4-480c-8bd9-1896779409be,Prime Video,262,Fantasy,13-10-2024,Set-top Box,South Africa,0.32,Binge
a46aee56-bb30-450f-bfc9-857d3045076f,SonyLiv,193,Documentary,23-06-2024,Tablet,Spain,0.44,Binge
b457b2e5-ab10-4e17-b5b7-4c1ae0233031,Hotstar,235,Adventure,19-03-2025,Gaming Console,Mexico,0.51,Binge
b8489f0d-3769-4cb4-8b26-ea6eaf9af209,Prime Video,202,Drama,19-07-2024,Gaming Console,Australia,0.42,Binge
e2c3f2a9-5d5c-453f-836c-540a2508f548,Hotstar,243,Comedy,14-04-2024,Smart TV,Canada,0.56,Binge
fecfba99-9b4a-4c05-ad55-dc02b5494a93,SonyLiv,74,Sport,18-08-2024,Mobile,Italy,0.51,Medium
9dcbc65e-ead8-4aa0-a28e-2df8506f860e,YouTube,256,History,07-04-2024,Mobile,Mexico,0.82,Binge
ed5002dd-1aaf-4bb3-895f-5d00bbe0f2c4,Zee5,197,Adventure,12-04-2024,Desktop,South Korea,0.93,Binge
d268c85f-5758-42b8-a3e0-179443b08e81,Netflix,29,Music,10-02-2024,Smart TV,Japan,0.28,Short
23daa0b1-c3cd-43e0-bb03-7d17c9b0f999,YouTube,74,Romance,09-03-2025,Mobile,Australia,0.86,Medium
a041acad-cff9-442e-9aea-6f9e37cfcbd3,Hotstar,160,Crime,30-05-2024,Set-top Box,Mexico,0.95,Long
be29e575-f245-4afd-93c6-38c0ad6f0dfd,SonyLiv,150,Romance,24-09-2024,Tablet,UAE,0.75,Long
a286d714-e120-4092-9cea-ea02edb6860a,Netflix,223,Romance,22-11-2024,Smart TV,France,1,Binge
b06785a8-7d13-42cb-ac4c-ac9464dbe0bb,Zee5,53,Sport,17-12-2024,Tablet,France,0.47,Medium
e9f00c12-75ca-4647-9ffe-24074b280c26,Zee5,198,Reality,04-10-2024,Desktop,Canada,0.86,Binge
92e3c559-48ff-4cac-a1d5-0f646c0e1236,SonyLiv,44,Documentary,25-02-2024,Set-top Box,Germany,0.74,Medium
c3b89f44-baac-4941-b118-17c754fbba4f,SonyLiv,89,Fantasy,16-01-2024,Smart TV,USA,0.46,Medium
406b39d2-c11e-4214-bf9c-7d9d0e9894b3,Hotstar,8,Sci-Fi,17-03-2025,Set-top Box,Canada,0.76,Short
b5cdb6c4-2e57-4aa2-ab37-a8fc3c13982b,Netflix,294,Animation,31-03-2025,Set-top Box,UAE,0.61,Binge
22c26e28-da4a-4df2-a9e9-0ba67e5604f5,Hotstar,251,Crime,09-08-2024,Set-top Box,Australia,0.35,Binge
